task_instance_id,task_definition_id,task_name,task_scope,task_status,station_id,station_name,worker_id,worker_name,work_order_id,project_name,house_identifier,house_type_id,house_type_name,module_number,work_unit_id,panel_unit_id,panel_definition_id,panel_code,started_at,completed_at,duration_minutes,pause_minutes
197,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100023,4,Vigas Cajón,2026-01-13 16:29:28.200000,2026-01-13 16:36:28.800000,7.01,0.0
198,25,Fresado y Corte Viga Cajón,panel,Completed,5,Puente 2,5,Jorge Dan Jara Domínguez,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100023,4,Vigas Cajón,2026-01-13 16:37:01.200000,2026-01-13 16:55:36.600000,18.59,0.0
199,21,Instalación de vigas cajón ,panel,Completed,9,Puente 4,9,Francisco Manuel Cares Riquelme,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100023,4,Vigas Cajón,2026-01-13 16:55:36.600000,2026-01-13 17:13:45.600000,18.15,0.0
200,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100024,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 15:26:57,2026-01-13 15:44:35.400000,17.64,0.0
201,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100024,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 15:45:07.800000,2026-01-13 15:51:36,6.47,0.0
202,7,Corcheteado Puente 1,panel,Completed,3,Puente 1,3,Juan Miguel Jara Lafargue,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100024,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 16:36:28.800000,2026-01-13 16:47:13.800000,10.75,0.0
203,6,Fijación de planchas y revisión de dilatación,panel,Completed,3,Puente 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100024,5,MW-1 (T 06-07-08-09-10-11),2026-01-13 16:47:13.800000,2026-01-13 17:04:28.800000,17.25,0.0
204,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100025,6,F-02,2026-01-13 15:44:35.400000,2026-01-13 15:54:42,10.11,0.0
205,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,13,Jonathan Alexis Budaleo Alarcon,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100025,6,F-02,2026-01-13 15:54:42,2026-01-13 16:05:53.400000,11.19,0.0
206,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100026,7,F-04,2026-01-13 15:54:42,2026-01-13 16:08:27.600000,13.76,0.0
207,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,4,Yerko Alexander Paredes Astorga,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100026,7,F-04,2026-01-13 16:08:27.600000,2026-01-13 16:15:28.800000,7.02,0.0
208,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100027,8,P-01,2026-01-13 16:08:27.600000,2026-01-13 16:36:10.800000,27.72,0.0
209,4,Instalación ángulos y sus fijaciones,panel,Completed,2,Mesa 1,12,Oscar Enrique Pincheira Osses,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100027,8,P-01,2026-01-13 16:36:10.800000,2026-01-13 16:59:51.600000,23.68,0.0
210,12,Instalación de soleras,panel,Completed,5,Puente 2,7,Pedro Ángel Cea Arias,900001,Synthetic-1,SYN-1-02,1,TH Jardines,2,1000003,1100027,8,P-01,2026-01-13 16:59:51.600000,2026-01-13 17:08:27.600000,8.6,0.0
211,1,Armado Panel,panel,Completed,1,Framing,2,Luis Eugenio Gonzalez Opazo,900002,Synthetic-2,SYN-2-01,2,TH-XS,1,1000004,1100028,16,C-10,2026-01-13 16:36:10.800000,2026-01-13 16:53:00.600000,16.83,0.0
212,2,Instalación nylon y planchas,panel,Completed,2,Mesa 1,2,Luis Eugenio Gonzalez Opazo,900002,Synthetic-2,SYN-2-01,2,TH-XS,1,1000004,1100028,16,C-10,2026-01-13 16:59:51.600000,2026-01-13 17:23:34.200000,23.71,0.0
213,1,Armado Panel,panel,Completed,1,Framing,1,Jonathan Miguel Iturra Barrientos,900002,Synthetic-2,SYN-2-01,2,TH-XS,1,1000004,1100029,17,MULTIWALL 1,2026-01-13 16:53:00.600000,2026-01-13 17:10:51.600000,17.85,0.0
214,26,Armado de Modulo + Refuerzo Escala,module,Completed,11,Armado,15,Carlos Simon Vega Jerez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 12:35:56.400000,2026-01-13 12:55:46.800000,19.84,0.0
215,27,Armado módulo,module,Completed,11,Armado,16,Carlos Eduardo Rebolledo Gomez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 12:55:46.800000,2026-01-13 13:14:37.800000,18.85,0.0
216,31,Bajada de canalizado,module,Completed,11,Armado,17,Joaquin Ernesto Contreras Vergara,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 13:14:37.800000,2026-01-13 13:36:12.600000,21.58,0.0
217,33,Cajon Escalera Instalacion,module,Completed,11,Armado,18,Alexander Manuel Nuñez Nuñez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 13:36:12.600000,2026-01-13 13:57:00.600000,20.8,0.0
218,42,Impermeabilización de vanos de puertas exteriores módulo 1 (antes de piso spc) Y PISO BAÑO (DE 45 A 90 CONSIDERANDO TIEMPO DE SECADO),module,Completed,11,Armado,19,Camila Andrea Vasquez Aravena,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 13:57:00.600000,2026-01-13 14:20:44.400000,23.73,0.0
219,89,Movimiento Armado,module,Completed,11,Armado,52,Felipe Andres Tapia Montero,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 14:20:44.400000,2026-01-13 14:40:39.600000,19.92,0.0
220,90,Movimiento módulo cambio de estación A-T1,module,Completed,11,Armado,53,Jorge Boris Arce Gutierrez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 14:40:39.600000,2026-01-13 14:59:55.200000,19.26,0.0
221,97,Pilar escalera (MADERA),module,Completed,11,Armado,15,Carlos Simon Vega Jerez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 14:59:55.200000,2026-01-13 15:21:46.800000,21.86,0.0
222,109,RECORRIDO segunda mano BAÑO Y COCINA CONSIDERANDO CIELO Y MURO,module,Completed,11,Armado,16,Carlos Eduardo Rebolledo Gomez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 15:21:46.800000,2026-01-13 15:44:28.800000,22.7,0.0
223,28,Artefactado eléctrico,module,Completed,14,Estacion 1,20,Alejandro Ignacio Silva Castro,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 15:44:28.800000,2026-01-13 16:08:48.600000,24.33,0.0
224,37,Conexión de circuitos,module,Completed,14,Estacion 1,21,Ivan Alejandro Carrasco Muñoz,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 16:08:48.600000,2026-01-13 16:27:37.200000,18.81,0.0
225,38,Corcheteado Yeso Carton,module,Completed,14,Estacion 1,23,Celso Andrés Martinez Zambrano,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 16:27:37.200000,2026-01-13 16:51:36,23.98,0.0
226,51,Instalacion de Perfiles PVC,module,Completed,14,Estacion 1,25,Raul Claudio Cortez Molina,900000,Synthetic-1,SYN-1-01,1,TH Jardines,1,1000000,,,,2026-01-13 16:51:36,2026-01-13 17:16:25.800000,24.83,0.0
227,26,Armado de Modulo + Refuerzo Escala,module,Completed,12,Armado,15,Carlos Simon Vega Jerez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,,,,2026-01-13 15:59:55.200000,2026-01-13 16:24:45.600000,24.84,0.0
228,27,Armado módulo,module,Completed,12,Armado,16,Carlos Eduardo Rebolledo Gomez,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,,,,2026-01-13 16:24:45.600000,2026-01-13 16:41:55.200000,17.16,0.0
229,31,Bajada de canalizado,module,Completed,12,Armado,17,Joaquin Ernesto Contreras Vergara,900000,Synthetic-1,SYN-1-01,1,TH Jardines,2,1000001,,,,2026-01-13 16:41:55.200000,2026-01-13 17:01:20.400000,19.42,0.0
230,26,Armado de Modulo + Refuerzo Escala,module,Completed,13,Armado,15,Carlos Simon Vega Jerez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 08:00:00,2026-01-13 08:23:28.800000,23.48,0.0
231,27,Armado módulo,module,Completed,13,Armado,16,Carlos Eduardo Rebolledo Gomez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 08:23:28.800000,2026-01-13 08:39:50.400000,16.36,0.0
232,31,Bajada de canalizado,module,Completed,13,Armado,17,Joaquin Ernesto Contreras Vergara,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 08:39:50.400000,2026-01-13 08:59:24,19.56,0.0
233,33,Cajon Escalera Instalacion,module,Completed,13,Armado,18,Alexander Manuel Nuñez Nuñez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 08:59:24,2026-01-13 09:21:55.200000,22.52,0.0
234,42,Impermeabilización de vanos de puertas exteriores módulo 1 (antes de piso spc) Y PISO BAÑO (DE 45 A 90 CONSIDERANDO TIEMPO DE SECADO),module,Completed,13,Armado,19,Camila Andrea Vasquez Aravena,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 09:21:55.200000,2026-01-13 09:44:44.400000,22.82,0.0
235,89,Movimiento Armado,module,Completed,13,Armado,52,Felipe Andres Tapia Montero,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 09:44:44.400000,2026-01-13 10:05:33.600000,20.82,0.0
236,90,Movimiento módulo cambio de estación A-T1,module,Completed,13,Armado,53,Jorge Boris Arce Gutierrez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 10:05:33.600000,2026-01-13 10:23:27,17.89,0.0
237,97,Pilar escalera (MADERA),module,Completed,13,Armado,15,Carlos Simon Vega Jerez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 10:23:27,2026-01-13 10:43:06.600000,19.66,0.0
238,109,RECORRIDO segunda mano BAÑO Y COCINA CONSIDERANDO CIELO Y MURO,module,Completed,13,Armado,16,Carlos Eduardo Rebolledo Gomez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 10:43:06.600000,2026-01-13 10:59:38.400000,16.53,0.0
239,28,Artefactado eléctrico,module,Completed,16,Estacion 1,20,Alejandro Ignacio Silva Castro,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 10:59:38.400000,2026-01-13 11:18:28.800000,18.84,0.0
240,37,Conexión de circuitos,module,Completed,16,Estacion 1,21,Ivan Alejandro Carrasco Muñoz,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 11:18:28.800000,2026-01-13 11:38:19.800000,19.85,0.0
241,38,Corcheteado Yeso Carton,module,Completed,16,Estacion 1,23,Celso Andrés Martinez Zambrano,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 11:38:19.800000,2026-01-13 12:01:44.400000,23.41,0.0
242,51,Instalacion de Perfiles PVC,module,Completed,16,Estacion 1,25,Raul Claudio Cortez Molina,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 12:01:44.400000,2026-01-13 12:23:02.400000,21.3,0.0
243,44,Instalacion Lana Gasfiteríaia,module,Completed,16,Estacion 1,26,Carlos Enrique Astorga Nuñez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 12:23:02.400000,2026-01-13 12:42:46.200000,19.73,0.0
244,46,Instalacion Piso SPC,module,Completed,16,Estacion 1,27,Luis Henry Recabal Azoláz,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 12:42:46.200000,2026-01-13 13:00:58.800000,18.21,0.0
245,49,Instalacion Tina (1.20),module,Completed,16,Estacion 1,28,Pedro Ramon Ruiz Diaz,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 13:00:58.800000,2026-01-13 13:19:49.200000,18.84,0.0
246,54,Instalación Atril Tina,module,Completed,16,Estacion 1,30,Michael Antonio Poblete Pérez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 13:19:49.200000,2026-01-13 13:41:51.600000,22.04,0.0
247,60,"Instalación de Red de Agua Portable y Sanitaria, Gasfiteríaia Cocina/Baño",module,Completed,16,Estacion 1,52,Felipe Andres Tapia Montero,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 13:41:51.600000,2026-01-13 14:01:52.200000,20.01,0.0
248,64,Instalación lana de vidrio muro,module,Completed,16,Estacion 1,54,Constanza Monserrat Rocha Campos,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 14:01:52.200000,2026-01-13 14:19:25.800000,17.56,0.0
249,69,Instalación piso alfombra,module,Completed,16,Estacion 1,24,David Ambrosio Jofre Inostroza,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 14:19:25.800000,2026-01-13 14:42:49.800000,23.4,0.0
250,78,Lijado Baño Cocina,module,Completed,16,Estacion 1,55,Carlos Román Ruiz Sanzana,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 14:42:49.800000,2026-01-13 15:04:00.600000,21.18,0.0
251,82,Mitigacion Piso Alfombra,module,Completed,16,Estacion 1,53,Jorge Boris Arce Gutierrez,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 15:04:00.600000,2026-01-13 15:28:43.200000,24.71,0.0
252,83,Mitigacion Piso SPC,module,Completed,16,Estacion 1,22,Hellen Del Pilar Osses Carrillo,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 15:28:43.200000,2026-01-13 15:49:33,20.83,0.0
253,88,Montaje TDA,module,Completed,16,Estacion 1,20,Alejandro Ignacio Silva Castro,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 15:49:33,2026-01-13 16:11:09.600000,21.61,0.0
254,91,Movimiento módulo cambio de estación T1-T2,module,Completed,16,Estacion 1,21,Ivan Alejandro Carrasco Muñoz,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 16:11:09.600000,2026-01-13 16:31:00.600000,19.85,0.0
255,101,Polietileno en Baño,module,Completed,16,Estacion 1,23,Celso Andrés Martinez Zambrano,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 16:31:00.600000,2026-01-13 16:52:28.800000,21.47,0.0
256,104,Prueba de Estanqueidad Tina,module,Completed,16,Estacion 1,25,Raul Claudio Cortez Molina,900002,Synthetic-2,SYN-2-01,2,TH-XS,2,1000005,,,,2026-01-13 16:52:28.800000,2026-01-13 17:16:45,24.27,0.0
257,26,Armado de Modulo + Refuerzo Escala,module,Completed,11,Armado,17,Joaquin Ernesto Contreras Vergara,900003,Synthetic-2,SYN-2-02,2,TH-XS,1,1000006,,,,2026-01-13 15:44:28.800000,2026-01-13 16:09:18.600000,24.83,0.0
258,27,Armado módulo,module,Completed,11,Armado,18,Alexander Manuel Nuñez Nuñez,900003,Synthetic-2,SYN-2-02,2,TH-XS,1,1000006,,,,2026-01-13 16:09:18.600000,2026-01-13 16:31:15.600000,21.95,0.0
259,31,Bajada de canalizado,module,Completed,11,Armado,19,Camila Andrea Vasquez Aravena,900003,Synthetic-2,SYN-2-02,2,TH-XS,1,1000006,,,,2026-01-13 16:31:15.600000,2026-01-13 16:51:07.800000,19.87,0.0
260,33,Cajon Escalera Instalacion,module,Completed,11,Armado,52,Felipe Andres Tapia Montero,900003,Synthetic-2,SYN-2-02,2,TH-XS,1,1000006,,,,2026-01-13 16:51:07.800000,2026-01-13 17:07:41.400000,16.56,0.0
261,26,Armado de Modulo + Refuerzo Escala,module,Completed,13,Armado,17,Joaquin Ernesto Contreras Vergara,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 10:59:38.400000,2026-01-13 11:19:04.800000,19.44,0.0
262,27,Armado módulo,module,Completed,13,Armado,18,Alexander Manuel Nuñez Nuñez,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 11:19:04.800000,2026-01-13 11:35:35.400000,16.51,0.0
263,31,Bajada de canalizado,module,Completed,13,Armado,19,Camila Andrea Vasquez Aravena,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 11:35:35.400000,2026-01-13 11:51:54,16.31,0.0
264,33,Cajon Escalera Instalacion,module,Completed,13,Armado,52,Felipe Andres Tapia Montero,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 11:51:54,2026-01-13 12:11:24.600000,19.51,0.0
265,42,Impermeabilización de vanos de puertas exteriores módulo 1 (antes de piso spc) Y PISO BAÑO (DE 45 A 90 CONSIDERANDO TIEMPO DE SECADO),module,Completed,13,Armado,53,Jorge Boris Arce Gutierrez,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 12:11:24.600000,2026-01-13 12:36:10.800000,24.77,0.0
266,89,Movimiento Armado,module,Completed,13,Armado,15,Carlos Simon Vega Jerez,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 12:36:10.800000,2026-01-13 12:58:51,22.67,0.0
267,90,Movimiento módulo cambio de estación A-T1,module,Completed,13,Armado,16,Carlos Eduardo Rebolledo Gomez,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 12:58:51,2026-01-13 13:21:13.800000,22.38,0.0
268,97,Pilar escalera (MADERA),module,Completed,13,Armado,17,Joaquin Ernesto Contreras Vergara,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 13:21:13.800000,2026-01-13 13:43:15,22.02,0.0
269,109,RECORRIDO segunda mano BAÑO Y COCINA CONSIDERANDO CIELO Y MURO,module,Completed,13,Armado,18,Alexander Manuel Nuñez Nuñez,900004,Synthetic-3,SYN-3-01,3,Accesible ,1,1000008,,,,2026-01-13 13:43:15,2026-01-13 14:01:42.600000,18.46,0.0
270,26,Armado de Modulo + Refuerzo Escala,module,Completed,13,Armado,19,Camila Andrea Vasquez Aravena,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 14:01:42.600000,2026-01-13 14:18:16.800000,16.57,0.0
271,27,Armado módulo,module,Completed,13,Armado,52,Felipe Andres Tapia Montero,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 14:18:16.800000,2026-01-13 14:39:34.200000,21.29,0.0
272,31,Bajada de canalizado,module,Completed,13,Armado,53,Jorge Boris Arce Gutierrez,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 14:39:34.200000,2026-01-13 15:00:12,20.63,0.0
273,33,Cajon Escalera Instalacion,module,Completed,13,Armado,15,Carlos Simon Vega Jerez,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 15:00:12,2026-01-13 15:21:04.800000,20.88,0.0
274,42,Impermeabilización de vanos de puertas exteriores módulo 1 (antes de piso spc) Y PISO BAÑO (DE 45 A 90 CONSIDERANDO TIEMPO DE SECADO),module,Completed,13,Armado,16,Carlos Eduardo Rebolledo Gomez,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 15:21:04.800000,2026-01-13 15:38:10.200000,17.09,0.0
275,89,Movimiento Armado,module,Completed,13,Armado,17,Joaquin Ernesto Contreras Vergara,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 15:38:10.200000,2026-01-13 15:54:46.800000,16.61,0.0
276,90,Movimiento módulo cambio de estación A-T1,module,Completed,13,Armado,18,Alexander Manuel Nuñez Nuñez,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 15:54:46.800000,2026-01-13 16:15:02.400000,20.26,0.0
277,97,Pilar escalera (MADERA),module,Completed,13,Armado,19,Camila Andrea Vasquez Aravena,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 16:15:02.400000,2026-01-13 16:32:21,17.31,0.0
278,109,RECORRIDO segunda mano BAÑO Y COCINA CONSIDERANDO CIELO Y MURO,module,Completed,13,Armado,52,Felipe Andres Tapia Montero,900005,Synthetic-3,SYN-3-02,3,Accesible ,2,1000011,,,,2026-01-13 16:32:21,2026-01-13 16:54:07.200000,21.77,0.0
279,27,Armado módulo,module,Completed,13,Armado,53,Jorge Boris Arce Gutierrez,900008,Synthetic-5,SYN-5-01,5,Puelo Original ,1,1000014,,,,2026-01-13 16:54:07.200000,2026-01-13 18:36:30,102.38,0.0
